"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2015Q4","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried (arrival)","Total","Total transport","175,893",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried (departures)","Total","Total transport","184,297",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board","Total","Total transport",":",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried","Total","Total transport",":",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2015Q4","Serbia","Passenger","Passengers on board","Total","Total transport",":",""
"2015Q4","Serbia","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2015Q4","Serbia","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2015Q4","Serbia","Passenger","Passengers carried","Total","Total transport",":",""
"2015Q4","Serbia","Passenger","Passengers carried (arrival)","Total","Total transport",":",""
"2015Q4","Serbia","Passenger","Passengers carried (departures)","Total","Total transport",":",""
"2015Q4","Serbia","Flight","Passengers on board","Total","Total transport",":",""
"2015Q4","Serbia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2015Q4","Serbia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2015Q4","Serbia","Flight","Passengers carried","Total","Total transport",":",""
"2015Q4","Serbia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2015Q4","Serbia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Belgium","Passenger","Passengers on board","Total","Total transport","6,091,062",""
"2016Q1","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","3,050,168",""
"2016Q1","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","3,042,489",""
"2016Q1","Belgium","Passenger","Passengers carried","Total","Total transport","5,992,118",""
"2016Q1","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","3,003,059",""
"2016Q1","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","2,990,610",""
"2016Q1","Belgium","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Belgium","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Belgium","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Belgium","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Belgium","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Belgium","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Bulgaria","Passenger","Passengers on board","Total","Total transport","1,069,669",""
"2016Q1","Bulgaria","Passenger","Passengers on board (arrivals)","Total","Total transport","531,844",""
"2016Q1","Bulgaria","Passenger","Passengers on board (departures)","Total","Total transport","565,487",""
"2016Q1","Bulgaria","Passenger","Passengers carried","Total","Total transport","1,053,099",""
"2016Q1","Bulgaria","Passenger","Passengers carried (arrival)","Total","Total transport","522,318",""
"2016Q1","Bulgaria","Passenger","Passengers carried (departures)","Total","Total transport","555,961",""
"2016Q1","Bulgaria","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Bulgaria","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Bulgaria","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Bulgaria","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Bulgaria","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Bulgaria","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Czechia","Passenger","Passengers on board","Total","Total transport","2,366,244",""
"2016Q1","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,171,582",""
"2016Q1","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","1,194,662",""
"2016Q1","Czechia","Passenger","Passengers carried","Total","Total transport","2,341,711",""
"2016Q1","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","1,159,317",""
"2016Q1","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","1,182,394",""
"2016Q1","Czechia","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Czechia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Czechia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Czechia","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Czechia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Czechia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Denmark","Passenger","Passengers on board","Total","Total transport","6,806,815",""
"2016Q1","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","3,613,304",""
"2016Q1","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","3,580,593",""
"2016Q1","Denmark","Passenger","Passengers carried","Total","Total transport","6,762,707",""
"2016Q1","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","3,592,237",""
"2016Q1","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","3,553,305",""
"2016Q1","Denmark","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Denmark","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Denmark","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Denmark","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Denmark","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Denmark","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","39,901,432",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","22,640,464",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","22,683,675",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried","Total","Total transport","39,720,127",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (arrival)","Total","Total transport","22,530,180",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (departures)","Total","Total transport","22,572,480",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Estonia","Passenger","Passengers on board","Total","Total transport","412,292",""
"2016Q1","Estonia","Passenger","Passengers on board (arrivals)","Total","Total transport","201,959",""
"2016Q1","Estonia","Passenger","Passengers on board (departures)","Total","Total transport","210,333",""
"2016Q1","Estonia","Passenger","Passengers carried","Total","Total transport","412,080",""
"2016Q1","Estonia","Passenger","Passengers carried (arrival)","Total","Total transport","201,853",""
"2016Q1","Estonia","Passenger","Passengers carried (departures)","Total","Total transport","210,227",""
"2016Q1","Estonia","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Estonia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Estonia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Estonia","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Estonia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Estonia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Ireland","Passenger","Passengers on board","Total","Total transport","6,409,199",""
"2016Q1","Ireland","Passenger","Passengers on board (arrivals)","Total","Total transport","3,195,587",""
"2016Q1","Ireland","Passenger","Passengers on board (departures)","Total","Total transport","3,223,451",""
"2016Q1","Ireland","Passenger","Passengers carried","Total","Total transport","6,388,425",""
"2016Q1","Ireland","Passenger","Passengers carried (arrival)","Total","Total transport","3,185,025",""
"2016Q1","Ireland","Passenger","Passengers carried (departures)","Total","Total transport","3,212,888",""
"2016Q1","Ireland","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Ireland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Ireland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Ireland","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Ireland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Ireland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Greece","Passenger","Passengers on board","Total","Total transport","4,120,348",""
"2016Q1","Greece","Passenger","Passengers on board (arrivals)","Total","Total transport","2,815,933",""
"2016Q1","Greece","Passenger","Passengers on board (departures)","Total","Total transport","2,817,552",""
"2016Q1","Greece","Passenger","Passengers carried","Total","Total transport","4,120,501",""
"2016Q1","Greece","Passenger","Passengers carried (arrival)","Total","Total transport","2,815,933",""
"2016Q1","Greece","Passenger","Passengers carried (departures)","Total","Total transport","2,817,552",""
"2016Q1","Greece","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Greece","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Greece","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Greece","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Greece","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Greece","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Spain","Passenger","Passengers on board","Total","Total transport","35,045,642",""
"2016Q1","Spain","Passenger","Passengers on board (arrivals)","Total","Total transport","21,202,386",""
"2016Q1","Spain","Passenger","Passengers on board (departures)","Total","Total transport","20,930,210",""
"2016Q1","Spain","Passenger","Passengers carried","Total","Total transport","34,941,743",""
"2016Q1","Spain","Passenger","Passengers carried (arrival)","Total","Total transport","21,099,406",""
"2016Q1","Spain","Passenger","Passengers carried (departures)","Total","Total transport","20,929,897",""
"2016Q1","Spain","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Spain","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Spain","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Spain","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Spain","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Spain","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","France","Passenger","Passengers on board","Total","Total transport","29,833,535",""
"2016Q1","France","Passenger","Passengers on board (arrivals)","Total","Total transport","18,189,456",""
"2016Q1","France","Passenger","Passengers on board (departures)","Total","Total transport","18,049,891",""
"2016Q1","France","Passenger","Passengers carried","Total","Total transport","29,675,868",""
"2016Q1","France","Passenger","Passengers carried (arrival)","Total","Total transport","18,076,545",""
"2016Q1","France","Passenger","Passengers carried (departures)","Total","Total transport","17,920,923",""
"2016Q1","France","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","France","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","France","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","France","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","France","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","France","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Croatia","Passenger","Passengers on board","Total","Total transport","596,714",""
"2016Q1","Croatia","Passenger","Passengers on board (arrivals)","Total","Total transport","343,865",""
"2016Q1","Croatia","Passenger","Passengers on board (departures)","Total","Total transport","342,510",""
"2016Q1","Croatia","Passenger","Passengers carried","Total","Total transport","592,328",""
"2016Q1","Croatia","Passenger","Passengers carried (arrival)","Total","Total transport","337,938",""
"2016Q1","Croatia","Passenger","Passengers carried (departures)","Total","Total transport","336,577",""
"2016Q1","Croatia","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Croatia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Croatia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Croatia","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Croatia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Croatia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Italy","Passenger","Passengers on board","Total","Total transport","25,680,483",""
"2016Q1","Italy","Passenger","Passengers on board (arrivals)","Total","Total transport","16,159,576",""
"2016Q1","Italy","Passenger","Passengers on board (departures)","Total","Total transport","15,693,822",""
"2016Q1","Italy","Passenger","Passengers carried","Total","Total transport","25,539,478",""
"2016Q1","Italy","Passenger","Passengers carried (arrival)","Total","Total transport","15,986,326",""
"2016Q1","Italy","Passenger","Passengers carried (departures)","Total","Total transport","15,677,916",""
"2016Q1","Italy","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Italy","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Italy","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Italy","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Italy","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Italy","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Cyprus","Passenger","Passengers on board","Total","Total transport","1,021,485",""
"2016Q1","Cyprus","Passenger","Passengers on board (arrivals)","Total","Total transport","526,885",""
"2016Q1","Cyprus","Passenger","Passengers on board (departures)","Total","Total transport","494,600",""
"2016Q1","Cyprus","Passenger","Passengers carried","Total","Total transport","991,054",""
"2016Q1","Cyprus","Passenger","Passengers carried (arrival)","Total","Total transport","511,605",""
"2016Q1","Cyprus","Passenger","Passengers carried (departures)","Total","Total transport","479,449",""
"2016Q1","Cyprus","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Cyprus","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Cyprus","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Cyprus","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Cyprus","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Cyprus","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Latvia","Passenger","Passengers on board","Total","Total transport","1,106,116",""
"2016Q1","Latvia","Passenger","Passengers on board (arrivals)","Total","Total transport","546,671",""
"2016Q1","Latvia","Passenger","Passengers on board (departures)","Total","Total transport","559,456",""
"2016Q1","Latvia","Passenger","Passengers carried","Total","Total transport","1,101,538",""
"2016Q1","Latvia","Passenger","Passengers carried (arrival)","Total","Total transport","546,671",""
"2016Q1","Latvia","Passenger","Passengers carried (departures)","Total","Total transport","554,878",""
"2016Q1","Latvia","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Latvia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Latvia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Latvia","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Latvia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Latvia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Lithuania","Passenger","Passengers on board","Total","Total transport","915,184",""
"2016Q1","Lithuania","Passenger","Passengers on board (arrivals)","Total","Total transport","448,510",""
"2016Q1","Lithuania","Passenger","Passengers on board (departures)","Total","Total transport","466,682",""
"2016Q1","Lithuania","Passenger","Passengers carried","Total","Total transport","913,867",""
"2016Q1","Lithuania","Passenger","Passengers carried (arrival)","Total","Total transport","447,850",""
"2016Q1","Lithuania","Passenger","Passengers carried (departures)","Total","Total transport","466,022",""
"2016Q1","Lithuania","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Lithuania","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Lithuania","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Lithuania","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Lithuania","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Lithuania","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Luxembourg","Passenger","Passengers on board","Total","Total transport","574,791",""
"2016Q1","Luxembourg","Passenger","Passengers on board (arrivals)","Total","Total transport","283,172",""
"2016Q1","Luxembourg","Passenger","Passengers on board (departures)","Total","Total transport","291,619",""
"2016Q1","Luxembourg","Passenger","Passengers carried","Total","Total transport","574,791",""
"2016Q1","Luxembourg","Passenger","Passengers carried (arrival)","Total","Total transport","283,172",""
"2016Q1","Luxembourg","Passenger","Passengers carried (departures)","Total","Total transport","291,619",""
"2016Q1","Luxembourg","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Luxembourg","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Luxembourg","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Luxembourg","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Luxembourg","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Luxembourg","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Hungary","Passenger","Passengers on board","Total","Total transport","2,277,265",""
"2016Q1","Hungary","Passenger","Passengers on board (arrivals)","Total","Total transport","1,118,965",""
"2016Q1","Hungary","Passenger","Passengers on board (departures)","Total","Total transport","1,158,300",""
"2016Q1","Hungary","Passenger","Passengers carried","Total","Total transport","2,269,480",""
"2016Q1","Hungary","Passenger","Passengers carried (arrival)","Total","Total transport","1,115,158",""
"2016Q1","Hungary","Passenger","Passengers carried (departures)","Total","Total transport","1,154,322",""
"2016Q1","Hungary","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Hungary","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Hungary","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Hungary","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Hungary","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Hungary","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Malta","Passenger","Passengers on board","Total","Total transport","800,728",""
"2016Q1","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","409,896",""
"2016Q1","Malta","Passenger","Passengers on board (departures)","Total","Total transport","390,832",""
"2016Q1","Malta","Passenger","Passengers carried","Total","Total transport","800,728",""
"2016Q1","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","409,896",""
"2016Q1","Malta","Passenger","Passengers carried (departures)","Total","Total transport","390,832",""
"2016Q1","Malta","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Malta","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Malta","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Malta","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Malta","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Malta","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Netherlands","Passenger","Passengers on board","Total","Total transport","14,285,597",""
"2016Q1","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","7,156,741",""
"2016Q1","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","7,129,878",""
"2016Q1","Netherlands","Passenger","Passengers carried","Total","Total transport","14,254,686",""
"2016Q1","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","7,140,772",""
"2016Q1","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","7,113,988",""
"2016Q1","Netherlands","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Netherlands","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Netherlands","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Netherlands","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Netherlands","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Netherlands","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Austria","Passenger","Passengers on board","Total","Total transport","5,752,828",""
"2016Q1","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport","2,932,507",""
"2016Q1","Austria","Passenger","Passengers on board (departures)","Total","Total transport","2,942,871",""
"2016Q1","Austria","Passenger","Passengers carried","Total","Total transport","5,702,348",""
"2016Q1","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","2,906,734",""
"2016Q1","Austria","Passenger","Passengers carried (departures)","Total","Total transport","2,917,098",""
"2016Q1","Austria","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Austria","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Austria","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Austria","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Austria","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Austria","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Poland","Passenger","Passengers on board","Total","Total transport","6,112,108",""
"2016Q1","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","3,205,007",""
"2016Q1","Poland","Passenger","Passengers on board (departures)","Total","Total transport","3,259,088",""
"2016Q1","Poland","Passenger","Passengers carried","Total","Total transport","6,109,873",""
"2016Q1","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","3,190,010",""
"2016Q1","Poland","Passenger","Passengers carried (departures)","Total","Total transport","3,268,505",""
"2016Q1","Poland","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Poland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Poland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Poland","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Poland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Poland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Portugal","Passenger","Passengers on board","Total","Total transport","7,051,063",""
"2016Q1","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","3,939,990",""
"2016Q1","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","3,877,054",""
"2016Q1","Portugal","Passenger","Passengers carried","Total","Total transport","7,120,090",""
"2016Q1","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","4,003,210",""
"2016Q1","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","3,932,399",""
"2016Q1","Portugal","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Portugal","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Portugal","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Portugal","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Portugal","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Portugal","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Romania","Passenger","Passengers on board","Total","Total transport","2,890,863",""
"2016Q1","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","1,468,685",""
"2016Q1","Romania","Passenger","Passengers on board (departures)","Total","Total transport","1,566,291",""
"2016Q1","Romania","Passenger","Passengers carried","Total","Total transport","2,878,838",""
"2016Q1","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","1,462,970",""
"2016Q1","Romania","Passenger","Passengers carried (departures)","Total","Total transport","1,559,981",""
"2016Q1","Romania","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Romania","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Romania","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Romania","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Romania","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Romania","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Slovenia","Passenger","Passengers on board","Total","Total transport","245,539",""
"2016Q1","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","121,808",""
"2016Q1","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","123,731",""
"2016Q1","Slovenia","Passenger","Passengers carried","Total","Total transport","245,393",""
"2016Q1","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","121,662",""
"2016Q1","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","123,731",""
"2016Q1","Slovenia","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Slovenia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Slovenia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Slovenia","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Slovenia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Slovenia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Slovakia","Passenger","Passengers on board","Total","Total transport","372,104",""
"2016Q1","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","186,200",""
"2016Q1","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","191,564",""
"2016Q1","Slovakia","Passenger","Passengers carried","Total","Total transport","362,866",""
"2016Q1","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","181,129",""
"2016Q1","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","186,749",""
"2016Q1","Slovakia","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Slovakia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Slovakia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Slovakia","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Slovakia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Slovakia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Finland","Passenger","Passengers on board","Total","Total transport","4,148,444",""
"2016Q1","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","2,461,906",""
"2016Q1","Finland","Passenger","Passengers on board (departures)","Total","Total transport","2,455,898",""
"2016Q1","Finland","Passenger","Passengers carried","Total","Total transport","4,149,912",""
"2016Q1","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","2,461,906",""
"2016Q1","Finland","Passenger","Passengers carried (departures)","Total","Total transport","2,455,898",""
"2016Q1","Finland","Flight","Passengers on board","Total","Total transport",":",""
"2016Q1","Finland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2016Q1","Finland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2016Q1","Finland","Flight","Passengers carried","Total","Total transport",":",""
"2016Q1","Finland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2016Q1","Finland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2016Q1","Sweden","Passenger","Passengers on board","Total","Total transport","7,608,175",""
"2016Q1","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","4,693,203",""
"2016Q1","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","4,612,368",""
"2016Q1","Sweden","Passenger","Passengers carried","Total","Total transport","7,578,090",""
"2016Q1","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","4,673,156",""
"2016Q1","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","4,591,815",""
"2016Q1","Sweden","Flight","Passengers on board","Total","Total transport",":",""
